Y,ID,Supervisor,Date,Priority,Price,Speed,Duration,Temp,Location,Agreed,State,Class,Surface,survey1,survey2,survey3,survey4,survey5,survey6,survey7,survey8,survey9,survey10,survey11,survey12,survey13,survey14,survey15,survey16,survey17,survey18,survey19,survey20,survey21,survey22,survey23,survey24,survey25,survey26,survey27,survey28,survey29,survey30
8.14050713,T9955,KL,29/04/2013,Medium,Extravagant,Fast,Short,Warm,Storage tanks,No,Checked,Ceramic,Rough,10.81369875,13.92445104,14.06660516,12.30936319,7.006421334,3.703214333,19.40947394,13.3429889,5.234989145,11.78870155,108.7139494,112.2040255,106.9500439,104.1840307,119.770614,109.92377,115.1380923,105.4731387,128.2607736,131.1208607,47.34085125,25.09331595,33.33703149,32.51654275,38.76337945,38.25488399,46.987295,28.45896722,47.56586249,55.03549397
14.98572866,T9956,KL,5/05/2013,Low,Costly,Fast,Long,Warm,Control room,Yes,Uncertain,Wooden,Textured,-1.823790979,7.46020727,16.00182544,10.09131769,12.54801658,13.60257027,9.670554932,2.616125385,-4.491841414,9.712164585,165.963178,195.5842822,178.7353957,190.2609123,188.0107709,188.1813851,184.0670395,189.2285403,186.6226996,196.2594273,33.14998977,51.91262897,42.09591566,47.93031672,46.05374752,41.34770016,38.53767539,38.88767234,31.69232944,29.17186449
28.3117353,T9957,HH,12/05/2013,High,Extravagant,Fast,Long,Warm,Steam plant,Yes,Uncertain,Wooden,Rough,19.78415224,16.97195075,5.536509016,5.775992188,14.14305278,20.31175574,18.69472201,15.42213743,10.40001143,12.4009958,173.9152799,175.2899609,172.2825336,187.8257534,174.9512617,181.3837231,154.9344398,172.7997729,180.1333579,178.7752762,62.88280009,41.75001809,62.05241,68.12419908,60.9108972,63.09632899,60.93445957,70.6227589,64.38464669,54.98252612
25.17038152,T9958,KL,19/05/2013,Medium,Cheap,Medium,Short,Hot,Storage tanks,No,Under review,Wooden,Smooth,34.22687633,29.5222288,29.6907676,35.80704316,29.07030486,33.02375848,43.30810912,27.94170694,31.8901714,29.58566082,187.8151124,182.2747778,187.3745197,175.7956734,186.4191919,171.3799084,196.6886279,203.2161238,179.0095144,197.8472963,45.64106846,42.33309776,53.71722886,39.31149391,29.40140378,33.75474477,40.52717997,36.18777981,29.28549143,47.46374436
17.70692329,T9959,HH,27/05/2013,Low,Extravagant,Medium,Short,Cold,Control room,Yes,Checked,Wooden,Textured,10.61281228,20.71325201,20.18097115,26.26054699,15.74570928,22.11631918,27.21076829,21.08760917,23.77686885,20.4936928,249.2885461,229.520967,240.7661264,240.410572,230.4170731,234.2009336,249.5208819,234.4392062,246.4145349,227.6365981,41.05063248,54.97260248,38.45979722,57.39313555,61.55556349,39.86449214,43.00998525,33.80267278,39.85464159,57.98656812
-7.583681406,T9960,HH,2/06/2013,Low,Cheap,Fast,Very Long,Hot,Control room,No,Under review,Ceramic,Textured,9.155090476,2.812473288,9.222356118,10.75762922,5.680983588,6.258781405,5.438516181,1.744235535,12.24535631,7.685185812,105.1227297,114.7771906,100.6305089,122.5967042,113.2031021,109.2900781,110.3738384,104.3551256,100.6420762,111.3136364,33.30333558,51.41871062,27.58367879,68.79657728,50.37065119,45.56697974,39.08202724,48.14303848,39.83331803,61.60828963
10.80882137,T9961,HH,9/06/2013,Low,Cheap,Medium,Short,Warm,Steam plant,No,Uncertain,Ceramic,Textured,5.574596487,4.536708874,-3.340698922,5.186074555,2.246766855,3.681141927,3.053293009,0.907042366,2.004513764,5.718292715,242.6240759,249.1251025,237.7382405,239.344068,234.4147425,238.7199864,264.0948371,237.6892185,247.5452449,245.4688187,51.39391425,54.76030423,63.83663219,48.55614043,51.98471862,68.87430752,50.71308355,65.88705281,55.09930898,45.93357257
14.30921454,T9962,KG,17/06/2013,Medium,Extravagant,Fast,Short,Hot,Storage tanks,Yes,Checked,Wooden,Rough,17.16750739,17.80875772,17.11533878,23.60812468,16.47232969,18.89939451,24.34132107,24.50989953,20.49836343,NA,257.5148302,252.6954669,NA,246.549936,NA,246.450819,240.1357855,238.0960839,NA,238.5276523,44.93720313,49.0890592,49.05525014,69.62335287,59.57856032,56.73317167,55.96549512,59.70209426,57.32989149,NA
13.04437119,T9963,HH,24/06/2013,High,Costly,Medium,Very Long,NA,NA,Yes,Checked,Ceramic,Textured,36.74778145,41.55457498,39.42981741,47.45769035,38.93610966,36.71318428,43.18122604,34.42656231,41.48726153,38.3411204,159.3814137,184.4931479,166.3267654,177.516425,170.8012411,NA,167.4180571,168.9547437,NA,159.2268764,43.38426742,39.96363123,32.00947557,38.31569722,22.34509892,41.77425648,58.96231759,NA,45.78358059,30.23911658
10.86703448,T9964,HH,30/06/2013,High,Extravagant,Fast,Very Long,Cold,Steam plant,No,Uncertain,Wooden,Textured,15.15831868,8.705385557,14.68081516,8.567004062,16.82755448,18.58279846,17.30426315,18.92465265,18.28536725,12.14814209,138.8536586,123.5346409,123.7657784,117.7906563,105.6768407,130.8016465,124.2906013,128.6929852,114.4839082,119.8126306,52.61386011,66.37860708,48.92492258,62.04128204,52.43943463,58.44732956,27.78387312,46.43300034,47.49467971,46.74355936
3.523743618,T9965,HH,8/07/2013,Medium,Extravagant,Fast,Very Long,Warm,Steam plant,Yes,Uncertain,Wooden,Textured,9.183272616,5.64960108,1.806483223,4.140883432,-5.607281165,6.470032537,0.33087541,2.477567135,9.344250648,12.40805223,225.2649127,206.6786436,215.1388441,206.6588533,214.7534447,223.3285449,219.9852442,217.7426247,228.874639,203.4718568,44.45540233,37.76957683,53.03857513,42.73246789,27.97679445,26.58642916,39.89273402,42.15425824,24.77637131,60.79036402
29.11241751,T9966,HH,15/07/2013,High,Extravagant,Medium,Long,Cold,Control room,Yes,Under review,Wooden,Rough,8.087296706,5.819452088,12.20735136,4.680008176,7.948828639,9.850910116,4.264098273,17.97494159,4.342411359,11.65782245,137.1685151,129.2558134,142.4783483,127.9843411,127.5069574,126.8477376,135.2642229,143.7069315,124.5732868,122.9013662,51.12677236,67.5859239,72.50972383,52.97181712,67.59243959,75.69875268,65.76815301,66.77298343,78.30861866,72.61008582
7.34288185,T9967,KG,22/07/2013,High,Extravagant,Medium,Very Long,Warm,Storage tanks,No,Uncertain,Ceramic,Rough,7.311220083,11.6396318,-1.908326961,-1.529821025,2.584737588,4.264776971,0.20104815,14.99922595,4.028885727,7.494301103,203.5423387,196.9539727,223.5112331,190.6870881,215.8092164,214.8392998,203.6777761,213.2127855,201.1571612,221.4840597,81.79986725,63.22374599,47.66424118,68.49125137,64.88635319,70.76148213,69.21811274,68.30949695,80.05074377,74.66230825
15.12491474,T9968,HH,28/07/2013,Medium,Extravagant,Medium,Very Long,Warm,Storage tanks,Yes,Uncertain,Wooden,Smooth,NA,13.03496225,4.070659943,NA,19.19785309,18.24849146,19.00452561,17.19979813,14.30899468,13.23715103,158.5570091,143.4501897,NA,NA,152.5830383,138.9766099,144.7642589,144.3823273,140.9580556,137.274844,60.83129167,56.25695604,55.34587371,36.02788942,35.48784196,41.21875191,43.28239437,42.53123425,60.12498715,NA
19.3307482,T9969,HH,4/08/2013,High,Cheap,Fast,Short,Hot,Storage tanks,No,Under review,Wooden,Textured,30.66115039,24.16669117,17.11681401,27.42102541,31.32318009,28.09053837,33.6703948,23.40638666,30.16040838,20.87529289,225.1059752,219.1536867,214.5457808,221.6383925,217.4848311,218.6496353,213.742972,228.9602943,208.5320618,224.3391931,44.09382011,32.99358522,46.37096057,31.26676549,28.19613977,22.0118361,41.76514962,51.75532195,37.25650091,41.60225355
14.30318262,T9970,KL,11/08/2013,Low,Cheap,Fast,Long,Warm,Storage tanks,No,Uncertain,Wooden,Smooth,4.070683047,0.553444129,9.094482121,10.07024057,1.618250473,-2.952816436,7.73082695,0.405442757,6.738097499,11.1516627,174.3929012,182.9297166,164.674097,174.3953364,166.8505784,177.217535,150.7299041,151.7397622,163.11938,177.8323573,45.00408186,57.66155551,69.17500862,57.00430217,58.32505116,50.25694097,49.94732855,57.95675635,68.81641258,56.40159183
26.47015956,T9971,HH,19/08/2013,Low,Cheap,Medium,Long,Warm,Steam plant,No,Uncertain,Wooden,Textured,17.49350554,7.041479416,17.43301293,25.66289336,18.61551905,14.17914718,5.76992262,20.08831103,16.56445553,8.867813896,136.7930045,133.8077999,146.524316,144.0553385,150.0204096,146.8079928,134.8416483,161.6673198,134.6212252,137.8033356,30.34778684,56.26651461,50.21132211,55.01030893,61.67904732,56.13906556,72.08024399,56.42316382,44.81556495,47.84952082
15.93271292,T9972,HH,25/08/2013,Low,Extravagant,NA,Short,Cold,Storage tanks,Yes,Under review,Ceramic,Smooth,NA,24.75247299,16.90747842,NA,21.42704292,26.46011467,15.41875141,13.46893729,NA,16.83715423,154.0210166,NA,160.7334551,155.41426,155.5548136,NA,142.4585618,160.0286172,161.3486347,166.3069614,31.83435946,61.7355239,37.32137036,44.09272189,57.72939104,46.13989287,34.26066425,50.83095596,46.82788117,51.57107476
20.54536966,T9973,HH,2/09/2013,Medium,Extravagant,Fast,Short,Cold,Storage tanks,No,Under review,Ceramic,Rough,33.92758954,31.26201042,30.71411694,41.06408118,34.01365857,36.4538799,31.59253925,39.79185777,36.80416033,37.23659139,120.5192252,101.2405347,127.8766066,109.8945291,113.3472982,107.5888352,101.8674682,119.2499982,132.2434739,129.9663238,50.53005366,66.02252417,68.18097384,71.54473739,56.30267969,58.22648857,60.96396137,48.39387903,63.00932844,61.58480249
26.79670567,T9974,KG,9/09/2013,Low,Costly,Fast,Long,Warm,Steam plant,No,Uncertain,Wooden,Rough,36.96994487,32.52192618,29.87017138,33.85241058,39.357548,34.49249726,33.16085564,30.79062272,19.31485071,38.31372699,98.33613401,104.8767821,104.858698,122.3500912,103.6430873,114.4123827,105.7008168,110.4907603,109.8221844,117.29688,35.67999396,31.24116346,42.9455961,41.4788593,32.0659509,39.07044695,19.73089714,51.54265374,33.96003148,36.27881773
11.00496712,T9975,HH,15/09/2013,Low,Cheap,Slow,Long,Warm,Steam plant,No,Uncertain,Wooden,Textured,-3.556931461,2.668366087,14.14040676,2.161638369,2.816418953,-0.788700857,1.370330038,1.372496769,6.589572375,2.345858591,173.0675531,177.7144357,180.7271036,178.4078498,181.9083346,170.7178755,177.1134831,191.4606853,171.4443713,190.7475998,29.23684863,32.29111937,32.7313606,26.13904146,27.16484331,29.54573922,27.22821342,24.15205724,45.29995443,33.18061679
33.18545226,T9976,HH,23/09/2013,High,Extravagant,Medium,Long,Warm,Storage tanks,Yes,Under review,Wooden,Textured,33.63352207,25.15014267,28.9658073,35.22731956,29.14112508,21.6538252,32.74331655,23.99244065,38.56101707,30.03938194,228.6656445,232.1376054,235.7816497,223.135328,231.0040162,225.7934809,229.9833812,221.7146178,233.2246428,240.6018739,67.12759266,64.54104547,62.520521,72.26796794,63.23084068,56.64931697,73.37666238,83.49121769,50.35863446,62.74769295
12.05747772,T9977,HH,30/09/2013,High,Extravagant,Fast,Short,Hot,Storage tanks,No,Uncertain,Metal,Textured,18.25583908,9.296514947,10.28699802,11.20249512,6.027590437,8.777016208,14.92733207,6.290849787,8.850606841,7.206831169,130.5609249,130.3016138,135.1110621,129.624594,125.8993515,120.5189928,141.7921435,131.8273774,143.2127777,133.4066765,37.25147892,61.52270518,45.78381678,35.33110329,33.2751455,37.00673559,37.83914812,45.97665494,38.77423791,36.81874108
17.13323299,T9978,KL,6/10/2013,Medium,Extravagant,NA,Short,Warm,Control room,Yes,Checked,Ceramic,Rough,30.66426095,27.86228314,18.05095144,23.88267717,13.59170385,19.07249616,10.60232384,14.79398555,14.83915559,28.22920702,143.1743391,NA,137.0424425,152.2743904,150.4814943,133.6393178,155.147316,129.7893172,NA,142.1257118,33.47648829,29.43804777,NA,48.71422991,29.6753879,34.91768982,19.55664449,NA,42.1605314,NA
9.053189801,T9979,KL,14/10/2013,Low,Extravagant,Fast,Very Long,Cold,Control room,No,Under review,Ceramic,Textured,23.08418621,32.45438067,29.23045505,31.41200839,32.7708683,35.33813568,34.21007744,35.42094464,28.91595537,28.72455881,120.5731938,116.3540532,135.6899834,134.5403181,138.1058187,156.2971878,128.0289445,143.2672212,138.9085042,117.4967563,53.85852935,47.9329677,34.90314439,38.60695738,30.88915043,48.10098206,33.75680869,47.80696932,46.93934119,39.70716145
8.904693294,T9980,HH,21/10/2013,Low,Costly,Medium,Very Long,NA,Storage tanks,Yes,NA,Ceramic,Rough,26.5344367,NA,37.24435821,23.71530438,27.4566147,31.89410416,31.7486085,25.8950202,29.5899669,29.07684929,229.9269601,226.4021702,220.6938298,236.459526,217.7557906,222.0625563,200.007189,205.5114306,222.4718711,216.9263554,43.05626338,77.50984929,47.39860323,35.08908863,NA,52.88715384,51.03063007,61.49622033,73.58472794,NA
22.4453113,T9981,HH,27/10/2013,Medium,Costly,Medium,Long,Hot,Storage tanks,Yes,Under review,Wooden,NA,10.96374569,11.45701616,7.90403164,6.847164254,2.271550934,3.313996184,4.986427672,2.229506425,15.00768145,4.789562622,NA,219.2548153,234.698425,223.0029264,225.422636,240.0292043,226.100943,NA,NA,231.2666943,56.00873761,62.86034269,50.07394929,74.37862442,60.33785201,54.04059978,49.81809063,NA,49.73931425,65.25987927
29.19734707,T9982,KG,4/11/2013,Medium,Extravagant,Medium,Long,Hot,Control room,Yes,Uncertain,Wooden,Textured,16.22931945,22.90760921,19.10646901,25.02471189,12.54753807,21.5093796,18.14838231,19.75565353,13.07576367,21.75901966,224.9046995,204.7632602,228.1437257,218.7915806,228.17714,211.772216,209.438083,229.6937791,208.704858,221.9618442,61.03433098,80.12490538,46.19729975,64.91135417,45.63578438,68.18285888,51.55006385,47.26881965,50.86321249,42.47562502
12.27616297,T9983,HH,11/11/2013,Medium,Extravagant,Medium,Short,Hot,Storage tanks,Yes,Checked,Ceramic,Textured,11.08085935,17.37413689,17.46377286,10.3277997,20.44349755,11.43620396,4.204456316,15.23636735,15.78206012,14.82001868,181.4809227,183.9809696,176.7112694,203.4182351,191.7223755,180.2850055,188.2593906,189.3622327,190.48753,205.6297662,50.28012052,49.08746024,48.33546871,60.57283082,38.73248747,64.92359314,55.68265032,60.7209739,40.30660337,44.03457791
9.373947683,T9984,KL,17/11/2013,Low,Extravagant,Medium,Very Long,Warm,NA,Yes,Checked,Ceramic,Textured,NA,19.19611185,12.43578978,14.65865125,9.805367607,NA,18.50243597,15.40846847,11.76793858,4.198844261,129.8046727,133.3706616,116.3110427,127.5855709,116.5162668,121.4958024,NA,128.6438176,126.4334368,130.157533,61.95860137,NA,77.00664706,50.03943821,73.78822309,61.45439466,58.53812353,62.7075764,45.41106803,43.27138674
16.18574125,T9985,KG,24/11/2013,Low,Extravagant,Fast,Long,Hot,NA,Yes,Under review,Metal,Rough,8.601778054,15.30699447,15.42165581,7.003864551,NA,15.05278866,9.889509548,19.41169287,13.71519309,19.35746677,136.998048,118.9975641,137.5479617,138.7464291,NA,154.6507845,152.5652166,158.3824509,148.6093254,139.6713217,18.78147971,NA,50.41943171,50.57160303,43.38512666,NA,54.3174054,37.32058268,37.53441855,46.89076788
0.751696235,T9986,KG,1/12/2013,High,Costly,Fast,Very Long,Warm,Control room,No,Under review,Wooden,Textured,9.458081893,6.537750381,9.046780299,3.461868909,6.400985786,0.921220391,11.50142883,4.372664358,10.82553497,9.401803028,226.8155675,233.5551841,231.1976021,239.0863469,231.277056,230.1319422,244.5900644,250.7604298,222.3445314,239.591113,37.72822034,22.41664735,36.39491635,18.39882927,55.63805331,49.57264259,30.60390434,32.8133377,21.93419236,49.46144713
10.92007515,T9987,HH,9/12/2013,Medium,Cheap,Medium,Very Long,Hot,Steam plant,Yes,Checked,Wooden,Textured,25.82419519,28.8241018,20.65593628,17.83122636,22.62278848,19.92186403,21.27826134,32.7138329,29.40247926,24.15386369,242.5135441,237.6272615,226.1618504,225.7066615,240.3717558,236.8672883,238.1534413,235.6970857,239.3162736,238.8015232,42.12175443,30.41545629,32.29552957,51.68162517,44.06570618,24.88007725,33.35076859,29.17406499,39.14224964,38.81502812
12.2974923,T9988,KG,15/12/2013,Medium,Cheap,Medium,Short,Warm,Storage tanks,No,Checked,Ceramic,Smooth,3.794793869,12.62692312,6.003852471,15.0530943,6.051140599,6.708504942,15.09648193,3.997795628,3.079325057,12.38734961,150.0694559,NA,146.5488803,143.617414,149.6208434,147.3628795,149.0527759,150.0247945,145.6620486,161.9012266,29.35836612,33.26072886,44.26327737,29.97840291,19.0872177,25.73392114,22.51263768,39.1303737,22.91510029,36.41146783
14.26619717,T9989,HH,22/12/2013,Medium,Costly,Medium,Short,Warm,Steam plant,Yes,Under review,Ceramic,Textured,15.68184872,8.894865597,NA,12.06826273,16.89532513,3.660566544,NA,9.273438085,10.22346566,6.120067664,NA,NA,142.294814,150.3063072,144.7807053,152.3282483,156.4722792,138.5367095,150.0050352,130.8763367,NA,66.40913662,49.3391002,78.43588599,72.82730348,68.72969571,54.08590715,61.59200871,53.07983803,61.8626761
17.81675109,T9990,HH,29/12/2013,Medium,Costly,Slow,Long,Warm,Storage tanks,Yes,Uncertain,Wooden,Rough,17.52077834,27.36918655,23.1227697,17.94118085,18.43401069,13.5503887,12.22616283,21.19846891,17.41339407,17.87692559,196.0899956,176.3445688,192.1408915,187.1486811,184.9341648,188.4156658,192.3737822,200.750458,193.9668778,195.3740649,51.21802465,43.18571147,50.65929595,53.12999891,58.04938083,51.62699572,57.90624398,42.86125155,56.41718356,70.10802394
17.36824637,T9991,HH,5/01/2014,Medium,Costly,Medium,Short,Warm,Control room,No,Under review,Ceramic,Textured,25.15178046,17.59872769,18.97473881,24.23811216,23.16292297,21.40864244,15.93030643,17.73507276,36.04053563,19.42380799,147.0248245,131.0948018,157.5587741,149.2197703,136.7279071,150.6447323,141.8477102,159.5313235,144.1651558,148.3025995,50.87394935,59.68450276,45.36090156,39.34923445,36.33372557,37.64612379,46.47306799,35.24242035,55.23529067,53.73677141
21.35400503,T9992,KG,13/01/2014,High,Extravagant,Medium,Very Long,Cold,Steam plant,Yes,Under review,Ceramic,Rough,34.91420611,26.53729864,NA,34.22923248,36.45523654,29.71141793,30.55647425,36.20059274,37.50906616,30.43254763,129.0200464,134.6243592,136.7270951,123.3689724,115.7172091,143.6348082,143.4709417,NA,141.9687398,138.5608188,34.97752152,53.76973935,46.43203781,NA,NA,48.84041341,51.64457182,51.04419102,60.26761535,NA
4.960426597,T9993,HH,20/01/2014,Low,Costly,Fast,Short,Cold,Storage tanks,No,Checked,Ceramic,Rough,8.540211392,18.65556114,13.52838247,5.891974327,12.18037951,10.70872034,18.03924593,12.89891338,10.48353772,11.64072073,113.4981192,95.44289287,108.4375804,94.69629344,129.92818,126.1400705,114.2787808,106.3402069,108.7690366,98.61375207,31.22149316,32.32076949,44.3544632,44.57865012,43.62123488,64.57088579,42.14977656,52.59277491,28.13759112,36.30672287
14.03754861,T9994,KG,26/01/2014,Medium,Costly,Medium,Very Long,Hot,Control room,Yes,Uncertain,Ceramic,Textured,33.47819061,47.47410455,30.96286295,29.17212743,35.6356012,32.78232937,29.41036432,37.03475832,37.4340513,34.61569508,176.3009171,170.6257937,161.2912785,188.0464687,194.166387,176.1476966,164.3999678,175.125195,170.2244763,191.1933795,30.13340738,46.55231757,34.48424606,28.66952036,30.54574987,40.24239361,32.51898348,39.67358814,46.59099202,54.6724812
22.67866412,T9995,HH,2/02/2014,Medium,Extravagant,Medium,Long,Hot,Storage tanks,Yes,Uncertain,Ceramic,Textured,12.44485066,3.520630241,10.64925982,12.17257079,18.98677197,11.33464955,6.808405788,17.20456473,16.28702029,10.24349431,100.1149254,104.5758813,92.65220212,120.1596675,102.6781067,99.75672439,107.0647288,103.1109354,117.4593267,99.41715623,60.73130628,46.75856201,53.30879141,53.55253195,49.80036431,63.10313983,49.55559199,51.33382566,42.19502874,45.94920681
